time,open,close,high,low
2020-01-17 18:30:00,1.10924,1.10924,1.10940,1.10921
2020-01-17 18:35:00,1.10924,1.10929,1.10936,1.10920
2020-01-17 18:40:00,1.10929,1.10918,1.10929,1.10915
2020-01-17 18:45:00,1.10918,1.10934,1.10937,1.10914
2020-01-17 18:50:00,1.10932,1.10929,1.10935,1.10928
2020-01-17 18:55:00,1.10929,1.10927,1.10931,1.10921
2020-01-17 19:00:00,1.10927,1.10922,1.10930,1.10921
2020-01-17 19:05:00,1.10920,1.10928,1.10933,1.10918
2020-01-17 19:10:00,1.10928,1.10918,1.10932,1.10918
2020-01-17 19:15:00,1.10918,1.10911,1.10918,1.10907
2020-01-17 19:20:00,1.10912,1.10915,1.10918,1.10906
2020-01-17 19:25:00,1.10915,1.10914,1.10920,1.10913
2020-01-17 19:30:00,1.10913,1.10920,1.10924,1.10913
2020-01-17 19:35:00,1.10921,1.10915,1.10922,1.10914
2020-01-17 19:40:00,1.10914,1.10919,1.10921,1.10909
2020-01-17 19:45:00,1.10920,1.10925,1.10928,1.10919
2020-01-17 19:50:00,1.10925,1.10934,1.10935,1.10925
2020-01-17 19:55:00,1.10934,1.10933,1.10948,1.10926
2020-01-17 20:00:00,1.10932,1.10928,1.10934,1.10920
2020-01-17 20:05:00,1.10929,1.10922,1.10930,1.10921
2020-01-17 20:10:00,1.10922,1.10929,1.10932,1.10922
2020-01-17 20:15:00,1.10929,1.10930,1.10935,1.10926
2020-01-17 20:20:00,1.10929,1.10934,1.10936,1.10929
2020-01-17 20:25:00,1.10934,1.10929,1.10935,1.10925
2020-01-17 20:30:00,1.10929,1.10929,1.10930,1.10925
2020-01-17 20:35:00,1.10929,1.10923,1.10930,1.10922
2020-01-17 20:40:00,1.10924,1.10921,1.10924,1.10914
2020-01-17 20:45:00,1.10921,1.10926,1.10926,1.10915
2020-01-17 20:50:00,1.10925,1.10927,1.10927,1.10919
2020-01-17 20:55:00,1.10926,1.10929,1.10930,1.10919
2020-01-17 21:00:00,1.10929,1.10929,1.10930,1.10923
2020-01-17 21:05:00,1.10929,1.10929,1.10929,1.10922
2020-01-17 21:10:00,1.10929,1.10926,1.10929,1.10921
2020-01-17 21:15:00,1.10925,1.10919,1.10926,1.10917
2020-01-17 21:20:00,1.10920,1.10919,1.10923,1.10917
2020-01-17 21:25:00,1.10919,1.10913,1.10921,1.10912
2020-01-17 21:30:00,1.10913,1.10914,1.10919,1.10912
2020-01-17 21:35:00,1.10913,1.10909,1.10914,1.10905
2020-01-17 21:40:00,1.10908,1.10905,1.10909,1.10904
2020-01-17 21:45:00,1.10905,1.10909,1.10913,1.10904
2020-01-17 21:50:00,1.10908,1.10901,1.10911,1.10898
2020-01-17 21:55:00,1.10900,1.10920,1.10921,1.10896
2020-01-19 22:00:00,1.10940,1.10946,1.10951,1.10911
2020-01-19 22:05:00,1.10948,1.10936,1.10948,1.10930
2020-01-19 22:10:00,1.10936,1.10945,1.10945,1.10934
2020-01-19 22:15:00,1.10935,1.10920,1.10935,1.10919
2020-01-19 22:20:00,1.10920,1.10917,1.10921,1.10912
2020-01-19 22:25:00,1.10917,1.10912,1.10920,1.10911
2020-01-19 22:30:00,1.10912,1.10906,1.10915,1.10903
2020-01-19 22:35:00,1.10906,1.10904,1.10909,1.10900
2020-01-19 22:40:00,1.10901,1.10908,1.10909,1.10898
2020-01-19 22:45:00,1.10906,1.10904,1.10910,1.10897
2020-01-19 22:50:00,1.10906,1.10911,1.10913,1.10898
2020-01-19 22:55:00,1.10912,1.10912,1.10914,1.10901
2020-01-19 23:00:00,1.10911,1.10898,1.10917,1.10894
2020-01-19 23:05:00,1.10899,1.10893,1.10899,1.10892
2020-01-19 23:10:00,1.10893,1.10897,1.10898,1.10891
2020-01-19 23:15:00,1.10897,1.10897,1.10904,1.10896
2020-01-19 23:20:00,1.10897,1.10904,1.10907,1.10897
2020-01-19 23:25:00,1.10904,1.10918,1.10919,1.10904
2020-01-19 23:30:00,1.10918,1.10923,1.10925,1.10917
2020-01-19 23:35:00,1.10923,1.10943,1.10944,1.10923
2020-01-19 23:40:00,1.10943,1.10928,1.10943,1.10919
2020-01-19 23:45:00,1.10928,1.10928,1.10932,1.10926
2020-01-19 23:50:00,1.10929,1.10943,1.10944,1.10928
2020-01-19 23:55:00,1.10942,1.10948,1.10949,1.10941
2020-01-21 00:00:00,1.10965,1.10956,1.10970,1.10945
2020-01-21 00:05:00,1.10955,1.10955,1.10960,1.10952
2020-01-21 00:10:00,1.10955,1.10947,1.10955,1.10945
2020-01-21 00:15:00,1.10947,1.10938,1.10948,1.10938
2020-01-21 00:20:00,1.10938,1.10938,1.10943,1.10934
2020-01-21 00:25:00,1.10938,1.10943,1.10943,1.10937
2020-01-21 00:30:00,1.10942,1.10932,1.10943,1.10930
2020-01-21 00:35:00,1.10931,1.10912,1.10932,1.10911
2020-01-21 00:40:00,1.10911,1.10917,1.10921,1.10911
2020-01-21 00:45:00,1.10918,1.10927,1.10930,1.10917
2020-01-21 00:50:00,1.10928,1.10934,1.10937,1.10924
2020-01-21 00:55:00,1.10933,1.10926,1.10934,1.10921
2020-01-21 01:00:00,1.10925,1.10920,1.10932,1.10915
2020-01-21 01:05:00,1.10920,1.10919,1.10922,1.10914
2020-01-21 01:10:00,1.10920,1.10903,1.10923,1.10902
2020-01-21 01:15:00,1.10902,1.10903,1.10913,1.10890
2020-01-21 01:20:00,1.10902,1.10912,1.10924,1.10902
2020-01-21 01:25:00,1.10912,1.10907,1.10914,1.10903
2020-01-21 01:30:00,1.10907,1.10918,1.10918,1.10898
2020-01-21 01:35:00,1.10917,1.10915,1.10918,1.10906
2020-01-21 01:40:00,1.10915,1.10907,1.10920,1.10905
2020-01-21 01:45:00,1.10908,1.10902,1.10911,1.10898
2020-01-21 01:50:00,1.10901,1.10913,1.10918,1.10899
2020-01-21 01:55:00,1.10914,1.10907,1.10919,1.10905
2020-01-21 02:00:00,1.10907,1.10932,1.10936,1.10907
2020-01-21 02:05:00,1.10932,1.10944,1.10944,1.10928
2020-01-21 02:10:00,1.10945,1.10949,1.10950,1.10938
2020-01-21 02:15:00,1.10948,1.10961,1.10962,1.10945
2020-01-21 02:20:00,1.10961,1.10956,1.10966,1.10955
2020-01-21 02:25:00,1.10955,1.10947,1.10959,1.10947
2020-01-21 02:30:00,1.10947,1.10925,1.10947,1.10924
2020-01-21 02:35:00,1.10925,1.10931,1.10931,1.10923
2020-01-21 02:40:00,1.10930,1.10930,1.10934,1.10928
2020-01-21 02:45:00,1.10930,1.10940,1.10940,1.10929
2020-01-21 02:50:00,1.10939,1.10941,1.10941,1.10934
2020-01-21 02:55:00,1.10941,1.10960,1.10962,1.10941
2020-01-21 03:00:00,1.10960,1.10980,1.10980,1.10959
2020-01-21 03:05:00,1.10980,1.10977,1.10982,1.10975
2020-01-21 03:10:00,1.10978,1.10969,1.10981,1.10964
2020-01-21 03:15:00,1.10970,1.10977,1.10981,1.10965
2020-01-21 03:20:00,1.10975,1.10975,1.10983,1.10974
2020-01-21 03:25:00,1.10976,1.10958,1.10978,1.10956
2020-01-21 03:30:00,1.10960,1.10949,1.10960,1.10948
2020-01-21 03:35:00,1.10948,1.10963,1.10963,1.10943
2020-01-21 03:40:00,1.10963,1.10970,1.10975,1.10963
2020-01-21 03:45:00,1.10970,1.10974,1.10975,1.10964
2020-01-21 03:50:00,1.10975,1.10986,1.10987,1.10974
2020-01-21 03:55:00,1.10985,1.10975,1.10989,1.10974
2020-01-21 04:00:00,1.10974,1.10968,1.10977,1.10964
2020-01-21 04:05:00,1.10968,1.10969,1.10969,1.10963
2020-01-21 04:10:00,1.10970,1.10969,1.10974,1.10968
2020-01-21 04:15:00,1.10968,1.10949,1.10970,1.10948
2020-01-21 04:20:00,1.10948,1.10955,1.10955,1.10948
2020-01-21 04:25:00,1.10954,1.10964,1.10965,1.10953
2020-01-21 04:30:00,1.10965,1.10976,1.10977,1.10963
2020-01-21 04:35:00,1.10977,1.10965,1.10979,1.10963
2020-01-21 04:40:00,1.10964,1.10965,1.10970,1.10964
2020-01-21 04:45:00,1.10965,1.10974,1.10974,1.10965
2020-01-21 04:50:00,1.10974,1.10983,1.10983,1.10970
2020-01-21 04:55:00,1.10983,1.10995,1.10995,1.10982
2020-01-21 05:00:00,1.10994,1.10979,1.10995,1.10978
2020-01-21 05:05:00,1.10979,1.10975,1.10979,1.10974
2020-01-21 05:10:00,1.10975,1.10984,1.10984,1.10975
2020-01-21 05:15:00,1.10984,1.10975,1.10985,1.10973
2020-01-21 05:20:00,1.10974,1.10974,1.10975,1.10973
2020-01-21 05:25:00,1.10974,1.10974,1.10975,1.10973
2020-01-21 05:30:00,1.10974,1.10974,1.10976,1.10974
2020-01-21 05:35:00,1.10974,1.10975,1.10976,1.10973
2020-01-21 05:40:00,1.10974,1.10964,1.10975,1.10964
2020-01-21 05:45:00,1.10965,1.10955,1.10966,1.10953
2020-01-21 05:50:00,1.10955,1.10960,1.10966,1.10955
2020-01-21 05:55:00,1.10960,1.10955,1.10970,1.10953
2020-01-21 06:00:00,1.10956,1.10946,1.10961,1.10940
2020-01-21 06:05:00,1.10944,1.10970,1.10972,1.10943
2020-01-21 06:10:00,1.10969,1.10970,1.10976,1.10968
2020-01-21 06:15:00,1.10970,1.10965,1.10973,1.10959
2020-01-21 06:20:00,1.10964,1.10955,1.10965,1.10954
2020-01-21 06:25:00,1.10954,1.10961,1.10961,1.10954
2020-01-21 06:30:00,1.10960,1.10968,1.10970,1.10959
2020-01-21 06:35:00,1.10969,1.10969,1.10974,1.10965
2020-01-21 06:40:00,1.10969,1.10959,1.10976,1.10954
2020-01-21 06:45:00,1.10958,1.10966,1.10975,1.10958
2020-01-21 06:50:00,1.10965,1.10960,1.10968,1.10950
2020-01-21 06:55:00,1.10960,1.10943,1.10970,1.10943
2020-01-21 07:00:00,1.10942,1.10939,1.10952,1.10929
2020-01-21 07:05:00,1.10940,1.10952,1.10952,1.10929
2020-01-21 07:10:00,1.10951,1.10956,1.10967,1.10946
2020-01-21 07:15:00,1.10956,1.10956,1.10968,1.10944
2020-01-21 07:20:00,1.10954,1.10966,1.10969,1.10950
2020-01-21 07:25:00,1.10966,1.10962,1.10967,1.10949
2020-01-21 07:30:00,1.10964,1.10953,1.10965,1.10939
2020-01-21 07:35:00,1.10951,1.10959,1.10964,1.10948
2020-01-21 07:40:00,1.10959,1.10954,1.10970,1.10953
2020-01-21 07:45:00,1.10953,1.10934,1.10958,1.10927
2020-01-21 07:50:00,1.10935,1.10933,1.10941,1.10918
2020-01-21 07:55:00,1.10933,1.10924,1.10942,1.10919
2020-01-21 08:00:00,1.10925,1.10960,1.10965,1.10924
2020-01-21 08:05:00,1.10961,1.10914,1.10964,1.10912
2020-01-21 08:10:00,1.10913,1.10892,1.10939,1.10892
2020-01-21 08:15:00,1.10893,1.10895,1.10903,1.10866
2020-01-21 08:20:00,1.10894,1.10872,1.10896,1.10872
2020-01-21 08:25:00,1.10874,1.10898,1.10899,1.10873
2020-01-21 08:30:00,1.10897,1.10883,1.10898,1.10866
2020-01-21 08:35:00,1.10883,1.10894,1.10908,1.10880
2020-01-21 08:40:00,1.10893,1.10923,1.10933,1.10892
2020-01-21 08:45:00,1.10923,1.10925,1.10944,1.10917
2020-01-21 08:50:00,1.10927,1.10937,1.10937,1.10905
2020-01-21 08:55:00,1.10938,1.10906,1.10951,1.10903
2020-01-21 09:00:00,1.10905,1.10900,1.10910,1.10898
2020-01-21 09:05:00,1.10901,1.10905,1.10920,1.10887
2020-01-21 09:10:00,1.10905,1.10902,1.10911,1.10894
2020-01-21 09:15:00,1.10903,1.10867,1.10903,1.10866
