slug,asset,window_start,window_seconds,volume_usd,strike,sigma_per_sec,ticks,signal,signal_minute,signal_edge_up,p_poly_at_signal,p_fair_at_signal,fill_price,outcome,correct,pnl_naive,pnl_realistic,note
bitcoin-up-or-down-may-16-2026-2pm-et,bitcoin,2026-05-16 18:00:00+00:00,3600,35461.26152600002,78201.5,5e-05,60,DOWN,3.0,-0.1266636708275452,0.645,0.5183363291724548,0.37,UP,False,-0.355,-0.3824,
bitcoin-up-or-down-may-16-2026-4pm-et,bitcoin,2026-05-16 20:00:00+00:00,3600,73789.47795399996,78259.67,5e-05,60,DOWN,17.0,-0.0884765544754969,0.685,0.5965234455245031,0.3299999999999999,UP,False,-0.3149999999999999,-0.3415999999999999,
bitcoin-up-or-down-may-16-2026-9pm-et,bitcoin,2026-05-17 01:00:00+00:00,3600,34519.31167600001,77945.85,5e-05,60,DOWN,1.0,-0.0653374515334974,0.545,0.4796625484665026,0.47,DOWN,True,0.545,0.5156000000000001,
bitcoin-up-or-down-may-16-2026-10pm-et,bitcoin,2026-05-17 02:00:00+00:00,3600,30851.973057999992,77725.72,5.653389691980227e-05,60,DOWN,3.0,-0.0825899760478494,0.655,0.5724100239521506,0.36,UP,False,-0.345,-0.3722,
bitcoin-up-or-down-may-17-2026-1am-et,bitcoin,2026-05-17 05:00:00+00:00,3600,33816.989116,78158.08,5e-05,60,UP,2.0,0.0721619067903092,0.425,0.4971619067903092,0.44,DOWN,False,-0.425,-0.4538,
bitcoin-up-or-down-may-17-2026-4am-et,bitcoin,2026-05-17 08:00:00+00:00,3600,32561.46700200002,78180.0,5e-05,60,UP,7.0,0.068739521379008,0.405,0.473739521379008,0.42,DOWN,False,-0.405,-0.4334,
bitcoin-up-or-down-may-17-2026-6am-et,bitcoin,2026-05-17 10:00:00+00:00,3600,55741.35285700003,78249.33,5e-05,60,UP,3.0,0.0559420487419005,0.515,0.5709420487419006,0.53,UP,True,0.485,0.4543999999999999,
bitcoin-up-or-down-may-17-2026-7am-et,bitcoin,2026-05-17 11:00:00+00:00,3600,35372.35575600001,78465.99,5e-05,60,UP,3.0,0.061181241449918,0.305,0.366181241449918,0.32,DOWN,False,-0.305,-0.3314,
bitcoin-up-or-down-may-17-2026-10am-et,bitcoin,2026-05-17 14:00:00+00:00,3600,46001.218883999994,78202.91,5e-05,60,DOWN,1.0,-0.1507630541150403,0.535,0.3842369458849596,0.48,DOWN,True,0.535,0.5054,
bitcoin-up-or-down-may-17-2026-11am-et,bitcoin,2026-05-17 15:00:00+00:00,3600,43184.242265000015,78051.51,5e-05,60,DOWN,1.0,-0.0924240518368318,0.55,0.4575759481631682,0.4649999999999999,DOWN,True,0.55,0.5207,
